berita,label
video tkw beli coklat rp1 juta kena pajak rp9 juta,1
kpu dki pastikan janggal verifikasi perseorangan,0
“simpan telur dikulkas ketahuan asli palsu buatan china”,1
"artikel kepoin news judul “ma’ruf amin: kas negara menipis, rakyat sisihkan bantu negara”",1
harvey moeis sandra dewi divonis hukuman mati korupsi timah 271 t,1
video lautan manusia sambut presiden prabowo,1
pesan sultan jogja lurah kampanye,0
akun gerindra berandai-andai prabowo meninggal presiden,0
bupati bangka bps validasi data penduduk miskin,0
ufo terekam swedia,1
lampung hancur berkeping-keping akibat gempa beruntun 6 agustus 2024,1
gempa bermagnitudo 5 guncang tuban 19 april 2024,1
prabowo batalkan janji hashim djojohadikusumo penambahan gaji guru,1
pengajuan kur bri whatsapp,1
bejat! guru sd langkat cabuli 10 siswi belajar sekolah,0
“ahok rano maju pilgub jakarta”,1
dpr uji kelayakan calon panglima tni andika perkasa,0
"video badai banjir melanda ikn, tamu undangan hut ri ke-79 ikn dievakuasi darurat",1
parade mahakarya vokasi adibusana jmfw 2024 wujud kurikulum merdeka,0
"hewan “sapi laut” terdampar bangkalan, madura",1
gibran ilusi representasi politik anak muda,0
menteri desa pdtt ingatkan kades netral pilkada 2020,0
china sandera apbn ri 266 milyar 30,1
"bbc news: mantan panglima militer ukraina, valerii zaluzhnyi, dibayar pemerintah meninggalkan ukraina",1
bawaslu awasi pemberian dukungan syarat calon perseorangan,0
video ikan berkepala gajah,1
lowongan kerja puskesmas semanding,1
lowongan kerja rsud hj anna lasmanah banjarnegara,1
utang indonesia tembus 12.000 triliun,1
tautan rekrutmen pendamping program penguatan pemerintahan pembangunan desa (p3pd),1
pan harap gibran kader pdip terkesan penzaliman,0
kpu bantul optimalkan helpdesk pencalonan perseorangan pilkada 2020,0
filosofi logo sumpah pemuda ke-95 2023 lengkap temanya,0
154 warga ngungsi akibat kebakaran tpa rawa kucing tangerang,0
presiden jokowi hadiahkan mobil thariq-aaliyah,1
nusron wahid kritik hakim konstitusi bicara prahara mk: etikanya mana?,0
arema fc pertahankan afc club licensing 2021,0
mahfud md: kpu bodoh diintervensi,0
lowongan kerja pt mattel indonesia,1
"7 spot wisata terbaik pulau seribu, tertarik berkunjung?",0
anies baswedan ketua partai perubahan indonesia,1
lmnd deklarasi manifesto pendidikan nasional ri,0
daftar nama menteri titipan surya paloh kabinet prabowo-gibran,1
akun wa kadis pupr aceh jaya heri etika,1
"kemenpora: antusias anak muda politik tinggi, antipati partai",0
walikota medan kehilangan uang miliaran rupiah rumah dinasnya,1
agnes mo: bangga panggil ‘kafir’ malu produk ‘kafir’,1
pdip tunggu etika politik gibran kembalikan kta,0
10 situs nonton anime legal bagus 2023,0
kalimantan hancur lebur akibat gempa,1
fakhrizal-genius umar serahkan 336.657 dukungan kpu sumbar,0
pesawat berputar binjai baca maps,1
kpu jember verifikasi faktual 167.505 berkas dukungan faida-vian,0
messi barcelona,0
gebriel daulay plt ketua kpu sumbar,0
giveaway ivan gunawan inbox facebook,1
foto kemarin: kpu verifikasi faktual partai demokrat,0
kemendikbudristek siapkan pelatihan guru bahasa inggris jenjang sd,0
video demo salah tangkap pegi setiawan kota cirebon,1
"dinner bareng bos isuzu, ngomongin panther sekolah sopir",0
kpu sumbar rencanakan tahapan pilkada 2020 15 juni,0
hujan muson arizona ulat kaki seribu bermutasi,1
ribuan petugas kpu kabupaten malang jalani tes cepat covid-19,0
kpu temanggung berhasil temui 562 orang verifikasi faktual,0
ivan gunawan bagi-bagi rp20 modal usaha bayar utang,1
"mencari sosok enuh nugraha, lulusan itb viral terdampar jalan",0
demokrat surabaya bantah lucy kurniasari anak tirikan 12 ketua dpac,0
indonesia berduka ribu rumah amblas akibat banjir,1
"kejar target nze, mki-enlit asia 2023 dorong percepatan transisi energi",0
"gelora sulsel usul 3 calon ketua tim prabowo-gibran, ketua partai-eks walkot",0
gambar “ferdinand: anies baswedan mendunia kekonyolan kebijakannya pandainya konyol “bodoh nya””,1
"sederet menteri-wamen dampingi prabowo-gibran kpu, daftarnya",0
"project silica, microsoft simpan data kaca",0
zulkifli hasan cawapres prabowo: disepakati menang,0
tawaran pinjaman bank indonesia,1
puskesmas wara selatan buka lowongan kerja,1
"seminggu dilantik, gibran digugat pdip",1
fakhrizal-genius gugat hasil verifikasi faktual bawaslu sumbar,0
video gempa gresik jawa timur,1
"baliho ganjar-mahfud dicopot, ppp bali: aparat pemerintah hati-hati menertibkan",0
tangkapan layar artikel “warga arab saudi sebut: islam indonesia mudah bodohi habib-habib usul nya”,1
smart tv hisense 32 inch murah harga terbaru,0
ketua mpr investor takut tanam modal ri pemilu,0
detik-detik ditabrak asteroid,1
informan penyelenggara pemilu terkait verifikasi bacaleg,0
"“ayah babe cabita sosok aktor membintangi film warkop dki, dorman borisman.”",1
"nyeleneh vera wang resep awet muda usia 74, burger donat",0
"kisah perjalanan uswah, anak buruh serabutan raih beasiswa s1-s2",0
greysia polii motivasi generasi muda berprestasi,0
video biksu beribadah masjid,1
"bela gibran dikritik djarot pdip, fahri hamzah bicara party id",0
robot ai kepala sekolah inggris,0
pesan whatsapp biaya tilang hadiah 10 juta polisi membuktikan penyuapan tilang,1
“uang hilang bri efek pemilu serangan bansos”,1
menpora ancam pecat ketum pbvsi tim voli putri finish peringkat tujuh avc 2024,1
asn pemprov jatim jaga netralitas pemilu 2024,0
anies pdip bersatu gugat kpu mk,1
viral enuh nugraha lulusan itb ditemukan jalanan,0
bawaslu malut penyelenggara pilkada utamakan protokol kesehatan,0
"ppp pasang baliho mahfud madura, pengamat langkah",0
"legenda karebosi, turunnya hujan makassar dilanda kemarau",0
menebak arah politik khofifah perebutan tim pemenangan capres,0
majelis rakyat papua imbau masyarakat sukseskan pilkada 2024,0
bank indonesia meresmikan pecahan uang 1 juta,1
"ronaldo didesak dihukum cambuk, pemerintah iran membela",0
pdip ingatkan etika politik gibran: mengundurkan,0
parpol surabaya adu strategi pilkada 2020 pandemi,0
"pilkada jakarta anies, warga jakarta coblos calon",1
minum berdiri berdampak buruk kesehatan,1
kpu mamuju verifikasi sembilan parpol,0
hendropriyono dukung mahfud md pilpres 2024,0
"iritnya konsumsi bbm suzuki burgman street 125 ex, seliter 56 km!",0
pemkot bogor: identitas 155 anak ppdb ditemukan lokasi,0
rekaman kepanikan pesawat singapore airlines akibat turbulensi,1
polisi kkb pimpinan arnold kocu dalang penembakan pos tni arobi,0
ahli partai lokal gerus konflik berbau separatisme,0
foto pasukan tentara iran menyerang israel,1
"pemprov alokasikan rp1,5 triliun pilgub jabar 2024",0
"kemenag; mengaku cucu rasulullah saw, wajib tes dna",1
ribuan rumah karanganyar hancur diterjang longsor,1
lowongan kerja pt pamapersada nusantara (pama),1
giveaway uang 10 juta menebak nama hewan akun mengatasnamakan baim,1
cina sita negara gagal membayar utang,1
google hentikan layanan gmail,1
"jokowi bertemu relawan abj bali, cerita makan siang 3 capres",0
mie sedaap mengandung pestisida,1
"kemarin, jokowi lantik panglima tni perkiraan puncak arus mudik",0
gambar anies baswedan dilantik jenderal,1
“kebocoran pdn diduga kuat berasal orang 11 oktober 2022”,1
pidato jokowi masyarakat pusing kepala kenaikan bintang prabowo,1
akun facebook “gebyar undian brimo festival 2024”,1
akun tiktok tiruan jusuf hamka @prof.hj.jusufhamka,1
"anies-muhaimin bukti, mk putuskan pencoblosan diulang",1
ketua golkar jatim prabowo-gibran menang pilpres bertanding,0
"menguji target ekonomi ganjar-mahfud anies-cak imin, realistis?",0
akun instagram raffi-nagita berbagi hadiah pesan whatsapp,1
andre rosiade apresiasi makan siang jokowi 3 capres: dirutinkan,0
nyoto pencipta istilah kadrun diperuntukkan orang islam,1
putri thaksin shinawatra terpilih ketua partai berkuasa thailand,0
gambar bukti jokowi lulusan ugm,1
penerimaan pegawai bumn penempatan sesuai domisili,1
“muhaimin iskandar selamat prabowo subianto 20 februari”,1
afc resmi umumkan pertandingan ulang indonesia vs qatar,1
"dukung literasi anak, guru dilatih maksimalkan buku bacaan bermutu",0
video guru palestina berbicara muridnya mati syahid,1
jurus polisi tangkal kenakalan remaja karawang,0
mewaspadai praktik curang uang digital tel-u kpk,0
pertemuan jokowi 3 capres dinilai tepis serangan netral,0
video putri tanjung bantuan rp25 juta,1
"yenny ganjar-mahfud, pd singgung prabowo didukung sby jokowi",0
klub basket rans markas bogor,0
pemkot bogor bentuk tim khusus bongkar calo ppdb,0
"total dana bansos rp500 triliun, 19 juta penerima bansos rp26 juta/kk",1
cucu soeharto daftarkan pakar peserta pemilu 2024,0
video 5.000 umat katolik dukungan palestina,1
starbuck ganti nama vista coffee…pizza hut ganti nama ristorante,1
tour of kemala 2nd series majukan sektor olahraga ekonomi banyuwangi,0
verifikasi penetapan parpol peserta pemilu 2019,0
aria bima tanggapi isu ijazah palsu presiden jokowi,0
golkar bela gibran dianggap pdip membangkang: pemuda berani,0
kpu ri usulkan pilkada serentak 27 november 2024,0
imbauan bahaya makanan impor thailand mengandung darah,1
menyusuri lautan mencari alamat anggota parpol,0
mansion sports entertainment group eksis bidang sportaiment,0
"infinix zero 30 series rilis indonesia, harga speknya",0
akun tiruan facebook pj bupati buol,1
artikel tribunnews terkait suku dayak menyinggung pelepasan hijab paskibraka lepas celana,1
"tahapan pilkada ditunda, kpu pariaman lantik anggota pps",0
prabowo diramalkan dirawat 15 februari 2024 akibat ginjal bocor,1
politisi pdip heran video gandengan viral: bu mega nangis-nangis bela jokowi,0
susu steril beruang membersihkan paru-paru perokok,1
verrell bramasta nilai indonesia butuh pemimpin,0
"wujudkan pemilu damai, kaops ncs polri bagikan 1.500 paket sembako tasik",0
koh dennis lim beriklan judi slot,1
pn makassar bacakan putusan gugatan sengketa lahan mattoanging,0
bawaslu persilakan partai ummat lapor alami gangguan verfak ulang,0
“harimau mati tertabrak kendaraan tol pekanbaru-dumai”,1
14 partai politik jalani verifikasi faktual,0
sederet anggota kabinet jokowi dampingi prabowo-gibran kpu,0
7 contoh kontravensi beserta pengertian jenisnya,0
kpu banjarmasin tindaklanjuti mundurnya ahmad firdaus,0
kpu lombok tengah: verifikasi faktual parpol langsung,0
luhut: prabowo-gibran simbol harapan indonesia maju,0
kapolda jateng okp cipayung plus deklarasi rumah kebangsaan se-jateng,0
postingan facebook lowongan kerja puskesmas magelang utara,1
tni pasang badan gandeng massa geruduk istana,1
pengakuan fadil jaidi 'si mager' persiapan full marathon,0
smrc: putusan mk verifikasi partai berdampak positif,0
"bikin kumuh cimahi, spanduk-bendera kampanye ditertibkan",0
pejabat unud didakwa paksa ribuan mahasiswa bayar spi,0
"prosedur pasang ring jantung, dijalani hotman paris imbas penyumbatan pembuluh darah",0
pemkot bogor rumuskan perwali ppdb antisipasti kecurangan,0
kpu jambi tetapkan tujuh calon anggota dpd ri,0
“bantuan program bpjs kesehatan pusat desember 2024 senilai rp250.000.000”,1
video pesawat milik taylor swift disemprot cat aktivis lingkungan,1
perludem: putusan mk uji materi uu pemilu kedepankan keadilan,0
telkomsel pastikan keandalan jaringan 4g/lte-5g jelang motogp mandalika,0
"video pasar bradford, uk, dipenuhi imigran orang asli inggris",1
1.048 hektare hutan lereng gunung agung terbakar sebulan,0
undian berhadiah mengatasnamakan btn,1
kpu depok sosialisasi syarat pencalonan perseorangan pilkada 2024,0
cagub perseorangan butuh 618.000 ktp pendukung maju pilgub dki,0
akun facebook tiruan nagita slavina,1
ganjar cerita momen peluk menteri pupr basuki: beliau meneteskan air mata,0
hmi kpu kaltara deklarasi pemilu berkualitas berintegritas,0
rekaman gerhana matahari benua amerika 8 april 2024,1
seruan who pemerintah larang pertanian selamatkan bumi,1
ronaldo dukungan anak anak gaza,1
pemkab supiori bantu distribusi logistik pilkada pulau terluar,0
menkumham serahkan sk badan hukum partai gelora,0
bawaslu sarankan perubahan mekanisme kampanye pkpu,0
"adian nggak mikirin gibran sisi prabowo, gerindra",0
kpu gorontalo utara verifikasi faktual kepengurusan sembilan parpol,0
atap bahan bangunan industri gudang perumahan,0
"renang indonesia target medali asian games, satunya emas",0
puluhan rumah tulungagung roboh akibat puting beliung 11 maret 2024,1
"bekal ""strategic foresight"" capres",0
sri mulyani prediksi prabowo ambruk jalan menjabat presiden,1
sekretaris jenderal pdip menangis hasil quick count ganjar 20%,1
"pangandaran tamat jawa diguncang gempa 10,9 magnitude",1
bacagub sulteng rusdi mastura upayakan peningkatan pad rp10 triliun,0
"erick thohir reynaldi istanto direktur ibc, sosoknya muda",0
harapan cak imin jokowi undang makan siang 3 capres,0
orang tua jokowi bernama heru purnomo yet mei hwa,1
pemilih pemilu 2019 madura 3.307.060 orang,0
bonus rp 10 juta polisi buktikan suap tilang,1
isi teks keputusan kongres pemuda indonesia 1928 link download,0
sederet tips dosen ugm-umy anak muda jelang pemilu 2024,0
lowongan kerja hotel aston banua banjarmasin,1
"polisi salah tangkap lagi, egi palsu dilepaskan",1
"investor jepang tinjau pembangunan ikn, progres terbarunya",0
kesehatan mental sedunia: olahraga terbukti bantu atasi depresi,0
akun tiruan sekdako pekanbaru indra pomi nasution,1
muhaimin iskandar pdip bawa bukti kecurangan sidang hak angket,1
bni buka pengajuan pinjaman kur whatsapp,1
artikel detikedu: “huruf y dihapus alfabet”,1
"kpu papua barat kosong, bawaslu kesulitan koordinasi",0
liga basket 3x3 profesional indonesia,0
penunggak pajak dilarang beli bbm pertamina,1
tangan kreatif mahasiswa polimedia ubah limbah plastik busana cantik,0
berita terkini ~ aksi mahasiswa seret jokowi berujung ricuh,1
ngasih tip housekeeping hotel minimal berapa? segini kisarannya,0
"raffi ahmad 35 juta, syarat tangkap gambar",1
fifa resmi sanksi timnas vietnam,1
momen ganjar makan malam bareng warga desa karangpucung purbalingga,0
tentara israel memegang bendera isis,1
bawaslu temukan pantarlih bintan dukung calon anggota dpd,0
sepakbola ajarkan ancelotti jalin hubungan antarmanusia,0
pesan whatsapp wali kota dumai membagikan donasi,1
ganjar serahkan bukti banyaknya suara prabowo hasil curang,1
"kpu banjamasin 21 orang pps-ppk reaktif ""rapid test""",0
"real count amin unggul 56,5%",1
bantuan blt 500 ribu,1
kpu sultra parpol calon peserta pemilu 2024 siapkan,0
rian fahardhi pendapat pengaruh gen z politik,0
“muncul api tanah gempa tuban”,1
jembatan kaca kampung warna-warni malang retak resmi ditutup,0
"pasang baliho gibran, ketua dpac pkb muntilan magelang dipecat",0
basket dki lolos kualifikasi pon 2024 kategori putra putri,0
"pilkada serentak sulteng serap anggaran rp642,6 miliar",0
wilayah jawa terdampak gempa megathrust,1
gagasan ganjar lingkungan pendidikan dinilai konkret-solutif,0
kfc menghina pengungsi palestina,1
cerita anak mahfud md ayahnya cawapres ganjar,0
kpu denpasar verifikasi faktual pemilih berusia 100,0
"lps gelar lomba video pendek desain poster, hadiah menggiurkan!",0
mal artha gading ajak keluarga seru-seruan lari sehat kiko run,0
hanura mendaftar kpu mengikuti tahapan verifikasi,0
bisnis gelap gibran terungkap,1
partai ummat terjunkan 50 anggota pastikan verfak ulang lancar,0
kpu verifikasi faktual peserta pemilu,0
pajak 12% dikenakan biaya persalinan,1
kebakaran hutan texas membuka lahan dibangun “smart city”,1
852 tka china operator kereta cepat,1
kpu cilegon lakukan tes cepat petugas penyelenggara pilkada,0
jalan sempit calon perseorangan berlaga pilgub dki jakarta,0
video nomor urut prabowo ganjar ditukar surat suara,1
prabowo reshuffle menteri,1
50+ contoh skd cpns 2023 kategori twk lengkap pembahasannya,0
pelatih guinea menyebut indonesia negara miskin,1
kpu memvalidasi nama-nama caleg mantan napi korupsi,0
kaesang erina bersembunyi cina,1
video “messi komentar pedas australia indonesia menang”,1
bamsoet buka kejurnas tarung derajat 2023 bandung,0
joe taslim jitu halangi budaya rugikan keluarga,0
"pemkab badung gelontorkan bantuan rp 105,35 miliar klungkung",0
timnas malaysia didiskualifikasi piala aff u19 2024,1
video “habis upacara ikn sampe lumpur semua”,1
pendiri alfamart bagikan hadiah uang rp15 juta tiktok,1
kabar duka mamah dedeh meninggal dunia,1
anjing laut berkepala sapi,1
ri & china garap studi proyek kereta cepat nyambung surabaya,0
atlet ri peraih medali asian games rumah sesuai domisili,0
cerita hasto pdip kartu truf ketum parpol gibran cawapres,0
"celana travis kelce sorotan, gorden rumah taylor swift",0
challenge bantuan online jokowi,1
nomor whatsapp sekda sragen hargiyanto,1
"jelang tayang perdana, film tokusatsu bardion rilis trailer utama",0
hotman paris bikin giveaway rp30 juta tiktok,1
komisi i: paparan visi-misi calon panglima tni terbuka,0
keseruan helaran budaya kota tasikmalaya,0
chelsea olivia meninggal dunia,1
"kinerja bisnis solid, bank bjb bukukan laba rp 1,7 t triwulan iii 2023",0
ppp lolos verifikasi faktual,0
poster dokter terawan promosikan obat radang sendi,1
faldo isu 3 periode: dengar ketegangan internal elite pdip,0
